'FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
4.298,10.94,26.96,6.642,21.099,25.788,22.662,-19.536,65.25,68.376,52.357,-44.933,42.979,1.954,137.534,-40.635,42.979,44.151,-26.178,5.861,-33.602,0.391,137.534
7.424,17.582,27.35,-17.192,17.192,31.648,22.662,-35.946,47.668,57.827,66.422,-51.184,40.635,33.211,80.488,-32.039,37.509,51.966,-26.569,8.596,-12.894,0.391,80.488
5.47,17.192,24.225,-0.781,13.284,29.695,23.053,-20.708,40.635,63.687,66.422,-39.463,44.933,-28.132,123.468,-7.424,34.774,57.436,-23.443,9.768,-8.205,-65.641,123.468
8.987,22.271,32.43,-8.205,14.457,28.132,28.913,-16.41,48.059,71.893,63.297,-42.979,58.217,-26.96,114.09,-3.516,36.728,60.171,-31.648,5.861,-5.47,-71.502,114.09
9.768,27.35,36.728,-9.377,16.02,21.49,28.913,-2.344,49.231,66.813,57.827,-30.867,60.952,-0.781,73.455,10.549,40.244,54.701,-35.946,-4.689,33.602,-77.753,73.455
10.549,19.536,26.96,11.331,15.629,0.391,24.615,28.523,52.747,66.422,25.006,-8.205,46.105,72.283,21.099,-0.781,37.9,46.105,-26.178,-20.708,19.927,21.49,21.099
5.861,12.894,29.695,9.768,8.205,-11.331,33.211,30.085,47.277,65.641,27.35,-19.145,33.993,112.918,8.596,-31.648,39.072,41.026,-28.913,-23.053,25.006,57.436,8.596
10.159,17.192,35.946,-19.145,13.284,-1.954,37.118,-1.954,46.886,60.952,45.714,-46.886,39.072,105.104,17.973,-53.529,40.244,36.728,-35.165,-20.708,35.946,45.324,17.973
13.284,10.549,11.722,-5.861,16.41,2.344,14.457,-2.735,41.026,37.509,55.873,-29.304,39.853,-2.735,101.587,-30.476,23.053,25.397,-10.94,6.642,-1.172,-41.416,101.587
18.755,11.331,10.159,-9.377,21.49,7.424,10.549,-8.596,50.403,38.681,51.184,-44.151,57.436,50.403,21.099,-31.648,14.847,19.536,-9.377,22.662,-34.383,43.37,21.099
22.662,8.205,5.47,-12.503,25.397,7.814,2.735,-12.503,50.403,28.523,57.827,-53.919,80.488,5.47,40.635,-42.589,7.424,11.722,-4.689,30.476,-31.648,12.503,40.635
17.582,-2.344,-10.549,-4.298,17.973,-2.344,-11.331,-4.298,57.045,3.907,45.324,-26.96,46.496,16.801,25.788,-9.377,-2.735,3.126,11.331,38.681,-23.053,-11.722,25.788
5.079,-4.298,-11.331,-15.629,4.298,-4.689,-7.814,-18.755,55.482,32.43,28.523,-35.556,60.171,42.979,0.781,-21.099,-1.563,3.907,12.112,42.979,-41.416,44.933,0.781
7.424,-5.079,-13.284,-16.801,3.907,-6.252,-12.112,-12.894,37.9,32.43,39.853,-51.966,23.443,19.145,56.264,-38.291,-4.689,-1.954,14.066,30.085,-14.066,-22.662,56.264
10.159,3.516,-14.847,-18.755,8.205,-2.735,-16.02,-8.596,39.072,28.132,37.509,-57.045,1.954,-67.985,149.646,-32.821,-11.331,-3.516,15.629,20.317,10.549,-145.739,149.646
3.516,7.424,-6.252,-9.768,5.47,-3.126,-6.642,-0.391,46.105,44.933,31.258,-53.529,37.509,-20.317,82.833,-28.523,-9.768,1.954,7.033,21.49,-22.662,-32.43,82.833
21.099,5.079,4.689,-14.066,23.443,-1.563,2.344,-6.642,64.469,61.343,25.397,-71.111,21.88,7.033,99.634,-46.886,-7.033,5.47,-3.907,25.397,-2.344,-43.761,99.634
19.145,4.689,10.549,-10.94,20.708,1.172,-2.735,4.689,66.813,45.324,25.397,-75.018,39.853,-38.681,93.382,-30.085,-10.549,3.907,-9.768,20.317,22.271,-82.442,93.382
11.331,-3.907,0.391,-8.596,8.987,0,-9.377,0.391,71.893,56.264,22.271,-80.879,31.258,25.006,79.316,-64.078,-9.377,2.344,0.391,28.523,-19.927,6.252,79.316
13.284,-6.642,0.391,-0.781,7.033,-7.814,-1.954,8.596,60.562,56.654,16.02,-83.614,28.913,53.529,17.582,-48.449,-6.642,0,0.391,32.43,-4.298,23.053,17.582
-1.172,-12.112,-9.377,21.49,-9.377,-20.708,-2.735,31.258,50.794,51.184,8.205,-77.753,13.675,4.689,56.654,-41.416,-8.205,-7.033,10.159,25.788,4.689,-26.178,56.654
-22.271,-11.722,-10.159,28.523,-26.569,-34.774,0,45.714,49.231,46.886,0,-63.687,-0.391,50.403,68.376,-84.396,-6.642,-12.112,10.94,2.344,26.96,14.457,68.376
-16.02,-4.689,12.503,19.927,-19.927,-41.026,21.88,50.403,39.072,45.324,10.549,-76.972,-8.205,120.342,-13.675,-77.753,0,-5.47,-11.722,-4.689,69.158,47.277,-13.675
-22.271,2.735,25.006,6.642,-23.834,-25.006,22.662,39.072,44.933,55.092,19.145,-106.667,4.689,16.02,84.786,-90.647,0.391,1.563,-24.225,0,55.873,-42.979,84.786
6.252,2.735,17.973,3.126,3.126,-13.284,11.331,29.695,44.933,49.621,33.993,-101.197,32.039,28.913,46.496,-78.144,-10.159,4.298,-17.192,17.582,30.085,-5.079,46.496
16.41,7.814,20.708,1.563,16.41,-7.033,9.377,28.523,47.277,49.231,37.9,-98.852,50.794,-58.608,94.164,-49.621,-15.238,7.424,-19.927,27.741,-2.344,-55.482,94.164
3.516,9.768,17.582,1.563,14.066,-7.424,2.735,24.225,56.654,58.999,16.41,-119.17,55.092,-53.138,63.297,-49.621,-25.006,1.954,-16.801,28.913,-25.397,-16.801,63.297
0.391,9.377,19.536,5.079,18.364,-14.066,1.172,28.913,58.608,44.542,20.317,-121.123,-4.298,19.145,42.979,-53.919,-29.304,0.391,-18.755,19.536,-16.801,0.391,42.979
-12.112,5.47,23.053,5.861,14.847,-23.053,3.907,26.569,75.409,20.317,17.973,-108.62,18.755,-5.079,29.304,-36.337,-30.085,2.735,-22.271,19.145,1.563,-9.768,29.304
-10.94,8.596,29.304,-10.549,18.755,-19.536,10.159,5.861,72.283,48.449,12.894,-124.64,10.549,54.701,-21.099,-32.821,-25.788,9.768,-28.523,25.006,-22.662,53.138,-21.099
-2.735,3.907,23.834,-12.894,21.099,-19.536,1.172,9.768,63.297,34.774,15.629,-127.375,-13.675,84.786,-54.701,-26.96,-29.695,5.47,-23.053,15.629,-0.781,44.151,-54.701
-4.689,9.768,16.801,-4.298,19.536,-22.271,-3.126,23.053,33.211,31.258,26.96,-116.435,-8.205,37.9,-13.675,-39.072,-31.648,7.033,-16.02,3.126,3.516,17.582,-13.675
-18.755,33.602,26.96,-20.317,17.973,-17.973,11.722,9.377,28.523,46.105,32.821,-121.123,21.88,32.039,-31.648,-33.602,-26.178,19.145,-26.178,13.284,-11.331,30.476,-31.648
-24.615,35.165,31.258,-10.159,14.066,-15.238,15.238,17.582,35.165,41.807,30.476,-118.388,-8.596,-60.562,81.661,-21.49,-30.085,22.662,-30.476,10.549,-48.059,-50.403,81.661
-3.907,31.648,35.556,-22.271,19.927,-6.642,12.894,14.066,41.807,23.443,35.165,-101.978,-7.424,57.045,-53.138,3.907,-32.039,25.006,-34.774,10.549,-24.615,26.96,-53.138
-17.192,30.476,25.397,-1.563,3.126,-10.94,8.205,36.728,41.416,34.383,20.317,-92.991,-2.735,-68.767,81.661,-4.689,-35.165,22.662,-24.615,0.781,-92.21,-8.205,81.661
2.344,17.973,18.755,-5.861,-1.172,-10.159,14.457,30.476,35.556,53.919,6.252,-109.402,-33.602,-73.455,109.011,-12.112,-31.258,24.615,-17.973,-9.768,-33.211,-91.038,109.011
-5.079,15.629,13.675,3.126,-34.383,-8.205,24.225,46.496,10.549,43.761,4.689,-86.74,-47.668,83.614,-67.595,6.642,-30.476,22.662,-12.894,-16.801,-48.84,89.475,-67.595
-46.886,29.695,16.41,22.662,-31.648,-41.026,22.662,73.065,-7.424,42.979,0.781,-84.005,-3.516,-56.654,16.801,-3.126,-35.165,19.145,-15.629,-34.383,18.364,-24.225,16.801
-52.747,56.264,31.648,-17.582,-3.516,-35.946,32.821,24.225,31.648,46.886,6.642,-138.315,5.861,-119.17,109.402,-46.496,-32.039,32.039,-30.867,-31.258,-5.861,-76.972,109.402
-33.993,38.681,14.457,-19.145,-3.907,-31.648,20.317,14.847,2.344,29.304,26.96,-127.766,-4.298,32.039,-92.601,-2.344,-50.012,32.43,-13.675,6.642,-40.244,57.827,-92.601
-31.258,25.397,14.847,-6.642,-8.205,-28.523,12.503,26.178,-11.331,45.324,35.946,-107.057,21.49,-41.026,-25.397,8.987,-57.045,31.648,-14.066,8.205,-46.105,11.331,-25.397
-0.781,38.681,-3.516,-27.741,13.675,-16.801,7.424,1.563,7.033,39.463,38.681,-113.7,7.814,-54.701,-5.47,26.178,-58.217,28.913,4.298,9.768,-110.574,15.629,-5.47
9.377,19.536,-13.675,-19.536,-12.112,-7.033,5.079,9.768,-13.675,54.701,31.258,-115.653,-16.41,60.952,-123.077,36.337,-61.734,19.145,14.457,6.252,-88.303,91.819,-123.077
-14.066,28.523,-12.894,-18.364,-32.821,-7.424,1.563,21.49,3.907,41.026,20.708,-119.17,3.126,-15.629,-51.575,12.894,-66.813,11.331,13.675,-1.172,-93.382,49.621,-51.575
-19.145,52.357,-7.424,-36.728,26.96,-26.178,-10.94,0,39.853,14.457,23.834,-119.951,-52.747,-23.053,13.284,22.271,-66.813,12.503,8.205,-8.596,-62.515,-46.886,13.284
-25.006,27.741,-18.755,-23.443,5.47,-30.867,-12.503,-1.954,46.105,46.496,9.768,-129.328,-41.807,-79.707,103.15,-5.47,-66.422,14.847,19.536,2.344,-116.435,-46.105,103.15
-37.9,38.291,-25.397,-32.039,-7.424,-25.397,-21.49,-1.563,14.066,44.933,26.96,-123.468,-56.264,-9.377,42.589,-12.112,-67.595,10.549,26.178,-22.271,-54.31,-33.602,42.589
-49.231,68.376,-27.741,-28.523,14.847,-25.397,-28.913,2.735,14.457,46.886,28.523,-128.547,-54.701,-49.231,77.363,-10.159,-63.297,11.331,28.523,-47.277,-66.813,-35.556,77.363
-8.205,49.621,-25.006,-36.728,9.768,-5.861,-9.768,-13.284,24.615,36.728,32.039,-140.269,14.457,-47.277,-21.099,9.377,-59.78,16.41,25.788,7.424,-95.726,15.238,-21.099
16.801,15.629,-18.364,-34.774,-10.94,5.861,0.391,-15.238,9.377,61.734,34.383,-130.501,26.569,-4.298,-69.158,23.834,-57.045,22.662,19.145,41.416,-108.23,43.37,-69.158
17.582,10.94,-3.907,-24.225,-9.768,-6.252,4.689,13.284,8.205,22.662,42.589,-98.852,18.364,-5.079,-76.19,38.681,-63.297,23.834,4.689,37.118,-71.893,15.629,-76.19
43.37,-14.457,3.126,2.735,-10.159,-11.722,16.801,40.635,35.946,53.138,7.033,-100.806,21.88,-59.78,13.675,21.099,-55.873,27.35,-2.344,74.628,-176.606,42.198,13.675
27.741,-49.621,-13.675,23.443,-16.801,-55.873,8.596,53.138,42.979,73.455,-25.788,-98.071,-5.861,-102.759,107.839,-3.907,-62.125,19.927,14.457,-31.258,-128.547,44.542,107.839
-52.357,41.026,-11.722,5.861,35.556,-82.442,-17.192,47.277,41.416,63.687,-19.927,-106.276,-23.443,-58.217,78.144,-16.41,-64.078,10.549,12.503,-109.792,-50.794,64.078,78.144
-36.728,44.933,-5.079,-9.768,42.979,-67.204,-13.284,30.476,34.383,63.687,1.172,-121.905,-9.768,-11.722,6.252,-5.079,-61.734,17.973,5.861,-94.164,-43.761,94.164,6.252
-42.198,60.171,-18.755,-22.662,35.165,-52.357,-20.708,13.675,14.457,57.436,26.96,-117.607,7.814,33.211,-84.396,26.96,-70.72,24.615,19.536,-73.065,-54.31,123.077,-84.396
-26.96,54.31,-0.781,-33.211,28.523,-37.118,-14.066,15.238,-19.536,46.496,59.78,-107.448,-15.238,77.363,-139.487,57.827,-73.846,33.602,1.563,-12.503,-58.217,84.786,-139.487
5.861,23.443,9.377,-20.708,-9.377,-8.987,5.079,32.039,-36.337,54.701,76.581,-85.177,-25.006,67.985,-102.369,69.548,-68.376,44.933,-8.596,49.621,-74.628,24.225,-102.369
-2.344,15.238,15.629,-15.629,-28.523,0.781,7.424,32.43,-7.424,79.316,39.463,-81.661,-32.039,27.35,-37.509,74.237,-66.032,44.933,-14.847,56.654,-137.143,43.37,-37.509
-9.768,10.94,26.569,-26.569,-25.006,-7.033,4.298,29.304,4.689,49.621,43.37,-97.289,-14.457,-62.515,41.807,36.728,-75.409,37.9,-25.788,35.946,-115.263,-13.284,41.807
-10.94,-1.563,23.053,-24.615,-46.886,-10.94,7.033,35.946,0.391,65.25,26.178,-106.667,-9.377,12.894,-32.43,16.02,-82.051,34.383,-22.271,36.728,-113.309,72.674,-32.43
5.47,-10.94,12.894,-21.49,3.516,-54.701,3.126,33.211,-1.172,56.264,26.178,-81.661,28.913,61.343,-155.897,65.25,-90.647,39.463,-12.112,-1.954,-94.164,167.619,-155.897
-1.954,-24.225,30.476,-11.722,2.735,-57.827,7.033,39.853,-2.735,58.999,20.708,-75.018,103.15,-135.971,-22.271,58.999,-92.991,42.589,-29.695,31.258,-148.083,87.912,-22.271
46.496,-41.807,38.291,-14.457,2.344,-35.556,15.238,45.714,9.377,91.429,10.549,-93.382,-15.629,1.954,-15.629,48.449,-82.833,45.324,-37.509,52.747,-176.996,85.568,-15.629
60.562,-88.303,76.972,-11.722,-38.291,0.391,22.662,53.529,2.344,89.866,23.834,-87.131,-57.827,-12.112,37.509,62.125,-76.19,55.092,-76.19,87.521,-166.447,9.768,37.509
74.628,-124.64,92.991,-1.563,-91.429,25.788,48.449,58.608,22.271,79.316,17.192,-93.773,-26.569,-113.7,123.468,43.761,-76.581,62.906,-92.21,167.228,-256.703,-14.457,123.468
98.071,-89.475,17.973,-1.563,-125.421,22.271,64.469,63.687,8.987,80.488,12.894,-91.038,-65.25,-15.238,25.788,67.595,-80.879,62.906,-17.192,83.223,-197.705,6.252,25.788
42.589,-105.495,65.25,6.642,-95.726,-36.728,66.813,75.018,5.861,67.204,6.252,-79.707,-18.364,-17.192,-16.801,55.092,-87.131,58.999,-64.469,91.819,-152.381,71.111,-16.801
-27.741,4.689,-30.476,18.364,-87.912,-89.475,46.886,94.554,-22.662,65.25,-18.755,-56.654,-16.41,-69.158,-1.954,54.31,-96.117,52.357,31.258,-82.833,-85.568,69.158,-1.954
-94.554,105.885,-21.099,-14.066,0.391,-90.647,7.033,58.608,-12.894,83.223,-17.582,-88.694,-34.774,-40.244,5.47,33.993,-83.614,47.277,21.88,-183.248,-11.331,73.846,5.47
-94.164,121.123,5.47,-36.728,28.913,-59.389,-8.987,34.383,-7.814,80.879,0.391,-105.104,-46.105,-24.615,8.987,30.476,-75.409,56.264,-4.689,-184.029,6.642,59.78,8.987
-70.33,95.726,18.364,-42.198,18.755,-32.821,-10.549,25.397,-8.205,69.939,10.94,-91.429,-39.072,-60.171,14.847,66.422,-83.614,64.469,-17.582,-120.342,-50.794,34.383,14.847
-44.933,84.396,8.205,-45.324,3.126,-16.41,-2.735,18.755,-5.079,63.687,19.536,-110.183,-35.946,-32.43,-24.225,62.906,-88.303,67.985,-7.424,-96.899,-75.018,58.217,-24.225
-26.569,55.092,15.238,-43.37,-19.536,-15.629,12.112,24.615,-7.814,58.608,23.834,-117.998,-41.416,-51.575,-2.735,54.701,-93.773,70.33,-14.457,-56.654,-95.726,28.132,-2.735
-26.178,26.178,15.238,-29.695,-37.118,-32.821,19.536,35.946,-12.503,58.608,12.894,-99.243,-32.43,-69.548,-3.907,67.204,-101.197,71.111,-14.457,-25.006,-113.309,30.085,-3.907
-33.993,46.886,3.907,-33.993,-30.085,-34.383,17.973,30.476,-10.549,64.469,10.94,-100.415,-26.178,-69.158,-2.344,64.078,-99.634,71.893,-3.126,-58.999,-85.958,29.304,-2.344
-41.416,53.138,17.973,-40.244,-23.834,-26.178,10.159,29.304,-12.894,66.032,17.192,-118.779,-44.151,-58.999,7.033,49.231,-99.243,68.767,-17.192,-62.515,-79.316,24.615,7.033
-37.9,19.145,41.807,-31.258,-28.132,-24.615,5.861,39.463,-10.159,66.813,14.847,-117.607,-47.668,-37.509,-11.331,53.529,-98.071,66.422,-41.026,-19.145,-87.131,39.463,-11.331
-26.569,4.689,44.542,-27.741,-32.821,-29.695,17.192,39.853,-3.516,70.72,17.973,-107.839,-35.556,-45.714,-7.033,67.985,-93.773,69.548,-43.761,-8.987,-88.303,33.211,-7.033
-32.43,-2.735,46.105,-31.648,-48.449,-25.788,20.317,32.43,-7.033,72.283,23.053,-108.62,-42.198,-53.138,-3.126,80.879,-89.866,70.33,-45.324,-8.205,-93.382,29.304,-3.126
-44.933,23.834,42.979,-36.728,-35.556,-11.722,5.47,26.96,0,80.488,24.615,-114.481,-48.84,-43.37,11.331,73.455,-86.74,67.204,-42.198,-4.689,-112.137,35.946,11.331
-30.476,-33.602,91.429,-34.774,-7.033,-27.741,-1.172,27.35,5.861,82.442,19.536,-109.402,-46.496,-38.291,7.033,77.753,-92.21,64.86,-90.647,46.496,-109.792,38.681,7.033
-41.416,-0.391,42.198,-20.708,-24.615,-34.774,7.033,32.039,3.516,84.005,16.801,-113.7,-52.357,-20.317,-10.549,76.19,-98.071,64.86,-41.416,12.503,-95.336,43.37,-10.549
-23.834,-90.256,97.68,0.781,-54.31,-37.9,26.569,49.231,-3.126,86.349,8.987,-107.448,-55.482,-7.814,-21.88,71.893,-96.117,61.343,-96.899,146.911,-141.441,50.403,-21.88
3.516,-145.739,88.694,22.662,-88.694,-71.111,45.324,84.005,-14.847,87.521,-10.94,-80.879,-65.25,8.596,-33.993,71.502,-96.508,53.529,-87.912,111.355,-77.753,51.575,-33.993
-7.033,-126.593,53.138,25.788,-138.315,-71.502,68.767,85.958,-25.397,90.256,-5.861,-83.223,-68.376,-7.033,-17.582,69.548,-87.131,56.264,-52.357,57.436,-48.84,36.337,-17.582
0,-23.834,5.47,-7.814,-128.938,-7.424,52.357,55.482,-25.006,95.336,11.331,-100.415,-65.641,-7.424,-13.284,69.939,-64.86,63.687,-4.689,-21.88,-57.436,37.9,-13.284
-60.952,64.86,-9.768,-30.085,-38.291,-16.801,-7.424,26.178,-14.847,94.554,28.913,-93.773,-60.171,-25.788,-2.344,104.713,-69.548,61.734,10.549,-116.825,-18.755,27.35,-2.344
-61.343,45.324,13.675,-28.913,-14.457,-13.284,-18.755,15.238,-1.563,93.773,38.681,-87.912,-44.151,-38.681,2.344,125.031,-70.33,65.641,-12.894,-52.747,-62.906,24.615,2.344
-69.939,86.349,1.563,-33.602,-17.582,3.126,-17.192,15.238,-1.172,93.773,48.059,-98.462,-53.529,-16.02,-0.391,114.09,-71.502,69.548,-0.781,-43.761,-101.197,36.728,-0.391
-57.436,42.589,14.066,-20.708,-12.112,-30.085,-10.159,31.258,-8.987,94.945,45.324,-94.164,-72.674,-22.271,20.708,111.746,-79.316,68.767,-13.284,-35.556,-94.554,22.271,20.708
-25.006,-88.303,80.488,-1.954,-56.654,-52.357,29.304,44.542,-12.112,95.336,41.807,-71.111,-66.813,-26.96,21.49,127.375,-78.144,75.018,-79.707,106.276,-141.05,19.536,21.49
-30.867,5.861,8.205,-10.549,-63.297,-25.397,28.913,32.821,-15.629,98.852,49.621,-68.767,-64.078,-25.006,19.927,134.408,-67.595,77.363,-7.424,-2.344,-103.932,16.801,19.927
-16.801,-40.635,35.946,-7.033,-53.919,-23.834,10.159,37.9,-22.662,94.554,46.496,-69.939,-79.316,-17.582,17.582,129.328,-68.767,66.813,-35.165,39.463,-114.872,17.192,17.582
-28.523,-55.873,45.714,-0.391,-57.045,-26.96,1.563,43.37,-21.099,92.601,40.635,-64.469,-80.098,-7.033,10.159,125.031,-67.204,61.343,-44.933,35.556,-87.521,20.708,10.159
-28.132,-48.84,46.496,-4.689,-67.595,-4.689,2.735,33.993,-19.145,94.164,41.026,-69.158,-67.985,-3.907,0.391,121.514,-60.562,59.389,-45.714,57.436,-96.117,21.88,0.391
-29.695,19.927,1.954,-14.847,-52.357,12.894,-6.642,22.662,-10.94,96.117,48.059,-78.535,-60.952,-16.801,17.973,115.263,-56.654,56.654,-1.172,15.629,-118.779,13.284,17.973
-30.085,31.648,-28.132,-7.424,-52.357,-2.735,-12.112,33.211,-7.424,89.084,40.635,-62.906,-55.482,-27.35,22.271,121.514,-58.999,46.105,28.913,-5.861,-119.56,3.126,22.271
-46.496,39.853,-17.973,-7.814,-37.9,-5.861,-29.695,40.635,-17.973,83.614,35.946,-49.231,-64.078,-22.271,13.675,126.593,-62.125,38.291,18.755,-33.602,-87.912,10.159,13.675
-59.78,74.628,-37.509,-14.066,-38.681,-24.615,-21.49,48.059,-23.053,83.223,35.165,-51.575,-74.237,-8.596,11.722,114.872,-61.343,33.993,38.291,-93.382,-60.171,14.457,11.722
-57.045,50.794,-45.714,4.298,-50.012,-48.84,-21.88,74.237,-31.648,81.27,13.675,-26.178,-79.707,3.907,-6.642,121.514,-62.906,25.006,46.496,-113.309,-31.648,21.49,-6.642
-75.409,23.053,1.954,-14.066,-62.125,-60.171,-14.457,72.674,-42.979,83.614,10.549,-38.681,-90.256,29.304,-24.225,98.852,-59.389,21.88,-1.172,-135.58,36.728,35.165,-24.225
-66.422,67.595,-23.834,-47.668,-61.343,-40.635,-5.861,37.9,-33.211,88.694,25.006,-82.442,-85.568,11.722,3.907,68.767,-48.84,24.225,24.615,-102.759,-38.681,9.377,3.907
-48.059,34.774,-21.49,-47.668,-60.171,-27.35,-20.708,26.178,-26.569,76.19,29.304,-88.694,-75.8,-14.847,3.907,77.363,-58.217,21.099,22.271,-26.178,-104.322,-7.424,3.907
-29.304,11.722,-19.927,-53.919,-65.641,-22.662,-21.88,17.192,-27.741,66.422,33.211,-86.74,-72.674,-26.569,5.079,80.098,-61.734,16.801,20.708,8.987,-134.408,-10.94,5.079
-46.496,65.25,-43.37,-63.687,-53.529,-5.47,-34.774,6.252,-25.397,63.687,36.337,-75.409,-69.548,-34.383,9.768,93.382,-59.78,14.066,44.151,-31.648,-139.487,-6.252,9.768
-51.575,51.184,-41.026,-58.608,-62.125,-17.973,-34.774,14.847,-26.96,55.092,29.304,-79.707,-75.8,-17.582,-12.503,85.568,-66.032,4.298,41.807,-32.039,-110.965,-11.722,-12.503
-63.297,39.072,-24.225,-55.092,-67.985,-12.894,-45.714,22.662,-35.556,52.747,25.397,-76.972,-92.601,3.907,-20.317,75.8,-66.813,-1.172,25.006,-39.853,-88.303,0.391,-20.317
-71.893,64.86,-30.085,-65.25,-60.952,-10.94,-38.291,8.596,-32.821,55.092,28.132,-69.939,-84.786,-12.894,-6.642,87.521,-59.389,2.344,30.867,-70.72,-66.032,-13.284,-6.642
-50.794,42.979,-21.099,-61.343,-48.84,-18.364,-29.695,7.814,-25.397,54.701,28.913,-61.343,-73.846,-32.43,1.954,102.369,-59.78,6.252,21.88,-20.317,-103.15,-28.913,1.954
-41.416,20.317,-14.066,-51.966,-48.84,-27.741,-34.774,24.225,-30.476,49.231,24.225,-52.357,-89.475,-16.02,4.689,92.601,-66.813,-0.391,14.847,-14.066,-108.23,-14.066,4.689
-47.668,35.165,-17.973,-56.264,-45.714,-31.648,-33.211,24.225,-29.304,49.621,25.788,-51.966,-97.68,-5.47,12.894,84.786,-64.469,-3.126,18.755,-35.556,-106.667,-4.298,12.894
-48.84,30.476,-18.364,-57.436,-44.542,-33.993,-30.476,14.847,-25.006,50.403,29.695,-53.919,-86.74,-7.814,3.516,92.991,-66.032,-5.47,19.145,-5.861,-130.501,-4.298,3.516
-42.589,3.907,-12.112,-46.105,-49.621,-36.337,-32.039,20.708,-29.304,48.84,27.35,-40.635,-86.74,6.642,-15.238,102.759,-71.893,-9.768,12.894,18.755,-142.613,14.457,-15.238
-48.84,9.377,-18.364,-41.026,-56.264,-42.589,-32.43,32.039,-35.556,49.621,19.536,-21.099,-94.945,-4.298,4.298,108.62,-71.111,-11.722,19.145,1.563,-134.799,3.516,4.298
-59.78,3.907,-16.801,-34.774,-73.455,-50.794,-24.615,41.416,-40.635,51.184,14.847,-7.814,-97.68,-1.954,7.424,109.792,-67.204,-6.642,17.582,2.735,-125.031,2.344,7.424
-59.389,-14.066,-21.88,-13.284,-95.726,-69.939,-13.675,69.158,-49.621,52.357,2.735,19.927,-108.23,10.94,7.424,114.481,-66.422,-1.563,22.662,-9.768,-108.23,10.159,7.424
-82.442,-4.689,-6.642,-17.582,-99.243,-78.926,-8.596,74.628,-56.654,55.482,8.205,16.02,-125.421,32.821,19.536,96.508,-60.952,1.563,7.424,-30.867,-81.27,20.317,19.536
-71.111,5.47,4.298,-37.118,-89.475,-57.045,-4.689,51.575,-42.979,58.999,30.085,7.814,-110.965,34.774,30.476,99.634,-52.747,16.41,-3.516,-19.927,-95.336,18.755,30.476
-52.747,8.205,-4.689,-33.602,-77.753,-42.589,-11.722,48.84,-44.151,53.138,42.979,14.847,-108.62,25.006,29.695,121.123,-59.389,23.443,5.47,3.516,-143.394,21.099,29.695
-47.668,9.768,-5.079,-33.993,-73.455,-33.993,-16.801,46.496,-48.449,50.794,52.357,14.457,-118.388,28.523,38.681,121.905,-59.389,28.913,5.861,14.066,-171.917,27.35,38.681
-33.211,8.596,-14.066,-39.853,-66.813,-27.35,-20.317,35.165,-41.416,50.403,52.357,30.476,-99.634,0,50.403,142.222,-57.436,33.993,14.847,29.695,-187.155,5.47,50.403
-28.523,4.298,-27.35,-37.9,-70.33,-30.476,-19.536,30.085,-39.463,47.668,48.449,47.668,-88.694,-10.94,46.886,157.46,-59.78,37.509,28.132,37.9,-202.393,6.642,46.886
-36.337,-1.954,-25.397,-37.118,-76.581,-34.383,-21.099,29.695,-40.635,46.105,44.933,32.039,-101.197,9.377,40.244,135.971,-63.687,37.118,26.178,28.523,-180.513,13.675,40.244
-25.006,14.066,-24.615,-56.264,-61.734,-29.695,-21.88,20.708,-35.946,43.37,46.496,22.271,-106.276,17.973,38.291,127.375,-66.032,40.635,25.397,4.689,-170.745,13.284,38.291
-16.41,7.424,-20.317,-48.449,-54.701,-27.35,-16.02,19.927,-27.741,42.198,48.059,33.602,-91.429,6.252,33.993,148.864,-64.86,46.496,21.099,20.708,-184.029,10.94,33.993
-19.145,6.642,-14.457,-44.151,-54.31,-29.304,-11.722,23.443,-30.085,40.244,47.277,42.589,-94.554,7.814,23.443,165.275,-61.734,44.933,15.238,22.662,-187.937,16.02,23.443
-22.271,7.424,-12.112,-45.324,-53.529,-32.039,-16.801,29.695,-28.523,38.291,44.542,40.244,-103.932,2.344,39.463,158.242,-57.827,37.118,12.894,14.847,-178.95,-1.954,39.463
-21.099,9.768,-7.033,-48.84,-49.231,-23.443,-17.973,22.662,-22.271,38.681,46.105,32.43,-97.68,4.298,35.165,153.944,-53.138,36.728,7.814,18.755,-165.665,-10.159,35.165
-24.615,8.596,-6.642,-44.542,-51.966,-19.927,-18.364,22.271,-28.132,37.509,46.105,32.43,-104.322,1.172,32.821,159.414,-50.794,39.463,7.424,24.225,-176.215,-10.159,32.821
-21.49,3.907,-8.205,-34.774,-53.138,-18.755,-19.536,30.085,-28.132,37.9,41.026,34.774,-107.448,9.768,26.96,157.46,-48.449,40.244,8.987,19.145,-163.712,-10.549,26.96
-18.755,4.689,-8.205,-36.728,-55.482,-22.271,-18.364,35.946,-30.867,38.291,33.211,42.198,-110.965,26.96,13.284,153.553,-44.542,40.244,8.987,13.284,-164.493,6.252,13.284
-33.211,-7.424,-7.814,-15.238,-73.065,-42.198,-16.02,66.422,-40.635,37.509,14.066,60.562,-123.077,23.834,25.397,147.302,-43.37,37.118,8.596,-0.391,-146.911,3.516,25.397
