'FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
-35.556,-10.549,-16.801,7.424,-28.913,-2.344,-4.689,-19.145,-20.317,5.079,7.424,-4.298,4.298,-26.96,-29.304,39.853,0.781,-10.159,17.582,37.9,31.648,-35.556,-29.304
-23.834,-12.894,-24.225,3.126,-23.834,0.391,-8.205,-25.397,-21.49,1.954,9.768,-1.954,-0.781,-32.821,-19.536,42.198,0.391,-7.033,25.006,45.714,5.861,-35.946,-19.536
-26.569,-19.927,-30.476,8.596,-28.523,0.781,-16.801,-22.662,-33.211,-5.861,6.642,2.735,-8.987,-53.919,-14.847,48.449,-2.735,-6.642,31.258,44.933,-1.172,-42.589,-14.847
-39.463,-19.536,-21.88,19.145,-32.43,-5.079,-11.722,-11.722,-42.979,-2.344,4.298,0.391,-28.913,-42.979,-9.377,41.416,-0.781,-8.205,22.662,33.211,1.954,-30.085,-9.377
-43.37,-11.722,-8.596,23.834,-30.867,-5.47,-1.563,-1.172,-33.602,7.814,4.298,0.391,-30.476,-16.41,-5.861,32.43,12.112,-8.596,9.377,14.457,12.112,-10.549,-5.861
-49.231,-16.41,1.563,44.151,-31.258,-25.788,7.424,30.085,-35.556,10.94,-10.549,28.913,-35.165,1.954,-5.47,32.821,17.192,-11.331,-0.781,-14.457,47.668,5.861,-5.47
-51.575,-5.079,14.066,35.556,-26.96,-28.913,25.788,24.225,-20.708,22.271,-6.642,13.284,-22.662,25.397,-8.205,15.238,24.615,-4.689,-13.284,-21.88,66.422,12.112,-8.205
-34.383,6.252,21.88,13.284,-6.252,-15.238,34.774,-3.907,-3.126,28.913,8.596,-10.94,1.954,22.662,0.781,-1.563,31.648,8.987,-21.099,-14.847,64.078,5.861,0.781
-28.523,-1.172,16.41,16.41,-8.987,-5.079,27.741,-8.987,-3.126,20.317,17.192,12.503,7.033,-0.781,8.596,33.602,20.317,14.457,-15.629,5.079,36.728,-5.47,8.596
-32.43,-1.954,17.973,15.238,-22.271,8.205,28.132,-15.629,-6.252,22.662,27.741,22.662,13.675,-16.41,15.629,54.31,22.271,19.536,-17.192,21.099,15.629,-13.675,15.629
-32.039,1.172,17.192,17.973,-30.867,21.88,26.569,-12.503,-14.847,24.225,33.602,3.126,-1.563,-11.722,18.755,41.807,26.96,20.708,-16.41,26.178,-5.861,-9.768,18.755
-35.946,0.391,19.927,25.788,-41.026,23.053,27.741,0,-20.708,24.225,30.867,1.172,-16.41,-5.47,20.317,37.9,30.085,20.317,-19.145,18.755,-0.781,-10.94,20.317
-38.291,-2.344,25.788,23.443,-44.933,20.708,32.43,-0.391,-17.973,26.569,26.178,12.503,-8.596,-7.424,10.549,53.529,33.211,21.88,-25.006,27.35,-2.735,-13.284,10.549
-29.695,1.954,23.053,13.675,-31.258,23.053,32.43,-14.847,-20.708,27.741,24.615,3.516,1.172,-18.755,0.781,53.529,35.556,21.49,-22.271,32.821,-5.47,-16.02,0.781
-30.867,3.516,21.099,13.675,-25.006,17.973,28.913,-14.066,-29.695,28.913,22.662,3.126,-10.94,-10.94,8.987,39.463,31.258,17.582,-20.317,16.41,11.722,-17.192,8.987
-12.894,1.954,16.801,14.457,-7.424,11.722,24.615,-8.205,-31.648,32.039,20.317,16.41,-19.536,-3.516,19.927,41.026,30.476,14.457,-16.02,11.722,-5.079,-10.549,19.927
-12.503,0.391,13.675,13.284,-8.205,10.159,26.178,-13.284,-37.509,38.291,23.443,11.722,-19.145,-6.252,25.006,37.509,37.509,13.675,-12.894,18.755,-16.41,-12.112,25.006
-18.755,-1.563,11.331,6.252,-15.238,12.894,24.225,-25.397,-38.291,38.681,29.695,1.954,-19.145,-13.284,28.523,35.946,39.853,14.066,-10.549,23.053,-23.053,-17.973,28.523
-28.913,-1.172,10.159,7.424,-26.569,17.192,17.582,-20.317,-30.085,33.993,23.834,14.847,-15.238,-11.722,19.145,50.403,39.463,10.549,-9.377,19.927,-19.927,-16.801,19.145
-37.9,-5.861,4.298,11.722,-41.807,14.847,13.675,-14.847,-37.9,28.913,10.94,16.41,-19.927,-15.238,2.735,51.184,40.244,6.642,-3.516,24.225,-16.801,-16.801,2.735
-41.807,-5.861,1.172,19.927,-49.621,10.159,17.192,-5.079,-42.589,32.821,2.344,10.549,-24.225,-5.861,-5.861,40.244,45.714,1.563,-0.391,14.066,2.344,-16.02,-5.861
-46.886,-17.582,-4.298,49.621,-61.734,-3.516,15.629,29.695,-41.416,37.118,-15.629,39.463,-24.615,12.503,-15.238,46.496,49.621,-6.642,5.079,-1.563,26.569,-3.516,-15.238
-33.602,-21.49,-1.172,42.589,-53.529,-9.768,24.225,25.397,-40.635,43.37,-20.708,31.648,-25.397,21.49,-11.331,28.913,56.264,-10.94,1.954,-6.252,26.178,1.954,-11.331
-26.178,-18.755,6.642,27.741,-46.105,-3.907,35.946,3.126,-41.416,52.357,-5.47,-5.079,-28.913,30.085,-1.954,1.563,61.343,-6.252,-5.861,-6.252,25.397,3.907,-1.954
-28.913,-15.238,-3.516,18.755,-46.496,11.722,23.053,-17.973,-33.211,43.37,3.516,-17.192,-19.927,19.927,-10.94,8.596,52.357,0,4.298,15.629,-1.954,-3.907,-10.94
-20.708,-13.284,-5.861,9.768,-38.681,21.49,19.927,-34.383,-36.337,40.244,8.205,-6.252,-16.41,6.642,-8.596,25.397,48.449,3.126,6.642,31.648,-18.755,-9.377,-8.596
-25.006,-17.582,-11.331,11.722,-40.635,24.225,13.284,-40.635,-37.118,36.337,11.331,1.954,-7.424,-5.861,-14.457,42.589,44.933,7.033,12.112,48.059,-24.615,-16.801,-14.457
-32.821,-14.457,-19.927,17.192,-49.621,27.35,7.814,-37.118,-37.118,33.602,8.596,-5.861,-18.755,0.781,-16.41,34.383,46.496,6.252,20.708,42.979,-32.821,-14.457,-16.41
-35.946,-14.457,-23.053,24.225,-51.966,26.96,6.252,-31.648,-42.589,33.993,6.642,-10.549,-27.35,6.642,-10.159,19.536,51.184,6.642,23.834,26.569,-12.503,-12.503,-10.159
-19.145,-20.317,-19.145,22.271,-36.337,25.788,13.675,-40.244,-41.026,37.9,11.331,-4.298,-14.847,-1.172,-9.768,30.867,58.217,12.503,19.927,36.337,-10.549,-14.066,-9.768
-16.41,-25.006,-18.755,23.834,-41.807,30.085,18.755,-44.151,-45.714,39.463,13.284,-0.391,-16.41,-3.516,-12.503,40.635,58.608,17.582,19.536,45.714,-19.927,-10.159,-12.503
-28.913,-29.695,-23.053,28.523,-56.264,25.397,16.41,-39.463,-50.794,33.993,9.377,1.563,-20.317,-1.954,-13.675,32.43,54.31,14.066,23.834,33.993,-1.563,-8.987,-13.675
-30.867,-31.648,-17.973,24.615,-56.654,21.099,22.662,-44.151,-49.621,35.946,12.503,3.516,-20.708,1.954,-5.47,28.132,52.747,17.973,18.755,33.602,3.126,-10.549,-5.47
-39.072,-30.867,-20.317,21.88,-58.217,16.02,25.788,-53.138,-42.589,33.211,20.708,-5.079,-10.94,-7.033,-7.033,33.211,48.449,23.834,21.099,41.416,-7.033,-16.801,-7.033
-30.085,-32.039,-26.569,27.741,-41.807,8.987,21.099,-50.794,-45.714,28.913,21.88,1.172,-15.238,-14.457,-4.689,42.589,39.072,20.708,27.35,44.542,-14.457,-21.88,-4.689
-18.755,-33.993,-29.304,33.993,-20.317,-2.344,16.41,-42.198,-32.039,24.615,16.02,19.927,-3.907,-16.801,-3.516,55.092,33.602,17.973,30.085,39.853,-12.894,-19.536,-3.516
-21.88,-37.118,-29.304,38.291,-17.192,-13.675,16.801,-36.728,-28.913,20.317,8.596,19.927,-3.516,-12.503,-16.02,54.31,32.039,16.41,30.085,36.337,-7.814,-10.159,-16.02
-21.099,-37.9,-29.304,61.734,-14.847,-24.615,17.973,-6.642,-35.165,22.662,-7.424,37.9,-11.722,1.172,-20.708,50.012,29.695,9.377,30.085,15.629,23.053,1.172,-20.708
-35.165,-33.993,-24.225,56.264,-26.178,-23.053,21.099,-9.768,-28.913,23.834,-13.675,29.304,-12.503,15.238,-20.317,29.304,37.118,11.331,25.006,-2.344,46.496,8.987,-20.317
-35.556,-19.145,-8.596,34.774,-24.225,-1.954,32.43,-35.556,-17.582,31.648,3.907,4.689,1.563,14.457,-13.675,21.49,49.231,22.271,9.377,-0.391,51.184,2.735,-13.675
-35.556,-19.145,-15.629,36.337,-30.476,11.331,27.35,-44.151,-21.88,30.085,14.066,-5.47,-6.642,1.172,-4.689,27.35,42.979,26.569,16.41,22.271,6.252,-4.689,-4.689
-29.304,-19.927,-17.582,34.774,-25.788,18.755,26.569,-52.747,-23.834,26.96,20.317,-13.284,-12.503,-4.298,-1.954,29.304,40.635,29.304,18.364,30.867,-8.987,-11.722,-1.954
-26.96,-26.178,-14.847,32.821,-27.741,23.834,28.913,-62.125,-21.49,24.225,24.225,4.689,-3.907,-18.364,-7.033,62.125,40.635,34.774,15.629,43.761,-25.006,-15.629,-7.033
-17.582,-29.695,-12.112,41.807,-14.066,19.927,30.085,-55.873,-21.099,21.88,23.443,24.225,-0.781,-21.88,-11.722,84.786,36.728,34.774,12.894,45.324,-29.304,-11.722,-11.722
-3.907,-23.834,-10.549,45.714,4.298,15.629,29.695,-45.324,-24.225,19.145,17.973,11.331,-12.894,-7.033,-16.02,63.297,33.211,30.867,11.331,22.662,-5.861,-7.424,-16.02
-11.331,-21.099,-3.907,39.853,-2.344,18.755,28.523,-44.151,-23.053,18.755,21.099,-1.563,-16.02,-1.954,-12.112,48.059,33.211,31.258,4.689,16.41,-3.126,-4.298,-12.112
-7.814,-26.569,-1.172,49.621,2.735,16.41,26.569,-35.946,-21.88,21.49,24.615,3.516,-3.907,-15.238,-6.642,55.873,36.337,29.695,1.954,33.211,-10.159,-12.503,-6.642
-10.159,-26.96,-4.689,57.827,1.563,16.02,25.006,-28.523,-28.132,22.662,25.397,4.689,-5.079,-19.536,-1.954,53.919,38.681,25.006,5.47,34.383,-5.079,-14.066,-1.954
-21.88,-22.662,-3.907,51.575,-12.894,21.88,23.443,-31.648,-29.695,24.615,26.96,0.391,-11.722,-14.066,3.907,44.933,47.277,25.006,4.689,33.602,-12.112,-11.331,3.907
-21.099,-15.629,-5.861,43.761,-12.894,30.867,22.662,-42.198,-16.02,24.225,30.085,0.391,0.781,-16.02,7.033,48.449,53.529,29.304,6.642,38.681,-27.741,-6.642,7.033
-22.271,-6.252,-16.41,48.059,-14.457,31.648,23.053,-38.681,0.391,22.662,28.913,1.954,13.284,-15.629,5.47,51.966,53.138,30.867,17.192,30.085,-33.602,-5.47,5.47
-23.834,-10.549,-19.145,48.059,-24.615,27.35,24.225,-35.165,0.391,19.145,19.145,2.344,11.722,-14.457,-3.126,49.621,49.231,28.523,19.927,23.834,-23.053,-7.424,-3.126
-19.145,-13.675,-19.927,51.184,-21.49,19.145,26.96,-28.132,0.781,21.099,11.331,10.159,17.192,-12.503,-5.079,46.105,50.012,24.615,20.708,12.112,-7.424,0.391,-5.079
-28.132,-23.053,-21.49,69.548,-26.569,-9.377,29.695,1.563,-11.331,21.88,-10.94,21.49,-2.735,5.079,-13.284,33.602,48.449,12.503,22.271,-17.192,39.072,5.47,-13.284
-23.443,-21.88,-18.755,54.701,-24.615,-9.377,34.774,-11.722,-10.549,24.225,-11.331,-2.735,-12.112,18.364,-11.331,6.252,55.482,10.549,19.536,-18.755,50.794,6.252,-11.331
-9.768,-13.675,-15.629,29.304,-7.814,2.344,32.43,-39.463,-3.126,28.523,-2.344,-14.066,-1.954,11.331,-4.689,5.861,62.125,12.112,16.41,-7.033,32.43,7.033,-4.689
-9.768,-18.755,-25.006,26.178,-12.112,13.284,18.364,-48.84,8.205,20.317,4.298,0.391,10.159,-5.861,-5.079,36.728,53.919,11.331,25.788,17.973,-3.516,-1.954,-5.079
-7.424,-16.02,-29.304,20.317,-14.457,23.834,12.894,-57.827,7.814,23.053,11.331,-17.973,10.159,-10.549,5.079,21.88,51.184,11.331,30.085,23.834,-19.927,-8.205,5.079
0,-13.675,-31.648,17.582,-10.159,28.523,9.377,-58.217,-3.516,23.053,9.377,-21.49,6.642,-10.549,-1.563,16.41,49.621,10.159,32.43,23.053,-20.317,-7.033,-1.563
5.861,-17.973,-32.821,21.88,-4.689,21.099,9.768,-51.575,0,23.834,4.689,5.079,21.49,-9.768,-13.675,37.118,48.059,7.814,33.602,32.039,-18.364,-8.205,-13.675
-3.516,-18.364,-26.178,18.755,-15.238,19.927,15.238,-51.184,-3.126,26.569,0.391,9.768,23.443,-7.033,-19.927,39.853,51.966,7.033,26.96,37.509,-17.582,-5.47,-19.927
-7.814,-8.205,-24.615,7.424,-19.927,24.225,16.02,-55.482,-10.549,24.225,-2.735,-8.205,8.987,1.172,-25.788,17.973,52.747,4.689,25.397,23.834,-7.814,-3.126,-25.788
-1.563,0,-27.741,6.252,-13.675,26.96,14.457,-52.747,-12.503,19.927,-5.861,-6.642,1.172,2.735,-28.132,19.145,50.794,5.079,28.523,20.317,-17.192,0.391,-28.132
-7.424,-0.391,-27.35,14.457,-21.49,26.569,17.192,-44.933,-16.41,20.708,-5.47,4.689,6.642,-8.205,-25.006,31.258,49.231,9.377,28.132,21.49,-17.192,-5.47,-25.006
2.735,9.768,-31.648,16.801,-11.722,31.258,20.708,-43.761,-10.94,25.006,-1.954,5.079,15.629,-12.503,-19.536,35.556,53.138,12.503,32.43,17.582,-17.192,-8.205,-19.536
0.781,8.987,-32.821,10.549,-16.801,32.821,17.192,-46.105,0,27.35,3.907,8.205,19.536,-9.377,-8.596,39.853,56.264,9.768,33.602,24.225,-39.463,-4.689,-8.596
-2.735,5.079,-32.43,12.503,-20.708,27.741,12.894,-38.681,2.344,25.788,4.298,16.801,22.271,-14.457,-5.079,48.059,57.436,8.596,33.211,31.648,-46.105,-8.205,-5.079
-12.112,-5.079,-32.821,17.973,-30.476,16.41,10.549,-30.476,-6.642,25.788,-2.735,12.112,9.768,-12.503,-7.814,41.807,55.873,3.516,33.602,30.867,-37.118,-10.94,-7.814
-20.317,-14.847,-25.788,20.317,-37.509,3.516,12.112,-20.708,-14.847,24.225,-12.503,8.987,-4.298,-4.689,-14.066,29.695,51.966,-2.735,26.569,13.284,-9.768,-5.47,-14.066
-24.225,-20.317,-22.662,42.198,-33.993,-17.582,11.722,13.284,-26.96,19.145,-36.728,32.43,-14.066,0.781,-23.443,25.788,46.496,-10.94,23.443,-15.629,39.463,-1.172,-23.443
-18.755,-19.145,-16.02,39.853,-29.304,-15.238,17.973,10.159,-29.695,24.225,-42.589,18.755,-17.582,5.47,-27.35,12.112,46.886,-11.331,16.801,-16.801,52.357,-3.516,-27.35
-15.629,-10.159,-7.814,23.443,-27.35,-2.344,26.96,-7.814,-17.582,32.43,-30.476,-11.722,-14.066,14.847,-22.271,-3.907,51.184,-13.284,8.596,-11.722,39.072,1.172,-22.271
-1.954,-6.252,-14.066,15.238,-14.457,16.02,13.284,-23.834,-7.033,28.523,-19.145,-1.954,-0.391,-6.642,-19.927,28.523,48.059,-11.331,14.847,18.364,-6.252,-5.47,-19.927
0.391,-10.94,-13.675,13.675,-12.112,23.053,10.549,-33.993,-9.768,28.132,-10.159,5.47,1.954,-19.927,-17.192,50.403,46.886,-10.159,14.457,38.681,-27.35,-8.987,-17.192
-16.41,-11.722,-12.894,17.582,-24.615,22.662,7.814,-31.258,-5.079,26.96,-3.126,-11.331,-4.298,-15.238,-7.424,35.556,46.105,-12.112,13.675,33.602,-30.085,-7.424,-7.424
-30.476,-14.066,-14.066,28.523,-31.258,15.629,3.126,-19.145,1.563,23.053,-5.079,-11.722,0.391,-11.722,-8.205,28.132,44.933,-14.066,14.847,23.053,-6.642,-11.722,-8.205
-13.284,-19.145,-10.94,34.383,-12.112,5.861,7.033,-11.722,4.689,22.662,-7.424,4.298,13.675,-17.192,-9.768,38.681,48.059,-14.066,11.722,31.258,0.391,-15.629,-9.768
-13.284,-23.443,-5.861,32.039,-13.284,1.954,11.722,-12.503,10.159,24.225,-5.861,0.391,23.053,-18.755,-12.894,39.463,49.231,-13.284,6.642,36.337,2.344,-19.145,-12.894
-12.503,-22.662,-10.549,30.867,-19.145,1.563,7.814,-7.033,2.735,22.271,-7.033,-8.205,14.457,-13.675,-16.41,26.569,46.105,-15.629,11.331,28.523,3.126,-14.847,-16.41
5.079,-23.053,-10.94,32.039,-8.987,0,8.987,1.172,-5.861,25.006,-5.47,-1.172,8.987,-7.814,-13.284,26.569,46.496,-9.768,11.722,28.132,-9.377,-8.205,-13.284
-2.735,-28.913,-6.252,31.258,-26.178,2.344,15.238,-0.391,-5.861,29.304,1.563,-3.907,16.801,-5.861,-12.503,26.178,49.231,1.563,7.033,38.681,-12.112,-9.768,-12.503
-9.377,-22.662,-5.861,28.132,-36.337,14.457,14.847,-4.689,1.172,35.556,11.331,-5.47,31.648,-4.689,-10.549,28.523,50.012,11.722,6.642,46.886,-25.788,-8.596,-10.549
1.954,-16.41,0.391,34.383,-22.271,16.801,14.066,10.159,14.457,32.821,12.112,12.894,46.886,-2.344,-7.033,38.291,45.714,15.238,0.391,42.589,-16.801,-9.768,-7.033
14.066,-17.192,8.596,41.026,-8.596,12.503,19.536,22.271,10.549,29.695,5.47,20.317,39.072,1.563,-3.907,31.648,42.589,17.582,-7.814,35.946,0,-6.252,-3.907
9.377,-21.099,11.331,43.761,-12.894,3.126,23.443,27.35,13.284,24.225,-2.735,11.331,34.774,4.689,-6.252,13.675,37.118,15.629,-10.549,19.145,26.96,-3.126,-6.252
-0.391,-29.695,9.768,62.125,-22.271,-13.675,23.053,53.919,10.94,19.927,-23.443,34.774,25.788,11.331,-7.033,12.894,30.085,7.814,-8.987,-3.907,54.701,6.642,-7.033
-3.126,-23.834,23.834,45.324,-22.662,-17.973,39.853,42.589,4.689,25.006,-22.662,24.225,16.02,25.006,-5.47,-3.126,33.602,10.549,-23.053,-19.536,76.581,11.722,-5.47
-23.443,-7.814,25.006,19.536,-44.151,2.344,41.416,11.722,4.298,26.96,-7.424,-10.94,12.894,21.49,0.391,-20.317,34.774,20.708,-24.225,-7.033,48.84,5.079,0.391
-46.105,0.391,16.41,22.271,-64.078,18.755,30.085,7.814,9.768,17.973,2.344,-8.205,15.238,5.861,3.516,-0.391,23.443,23.834,-15.629,8.987,16.41,-5.079,3.516
-11.722,1.954,15.238,17.192,-28.132,23.834,26.178,-1.172,23.053,10.549,9.768,4.689,27.35,-7.033,8.987,21.49,19.145,27.741,-14.457,22.271,-3.516,-9.768,8.987
22.662,3.907,5.079,20.317,9.768,21.88,21.88,-3.126,39.853,6.252,11.331,15.629,45.324,-17.582,7.033,40.244,15.629,28.132,-4.298,28.523,-14.066,-10.94,7.033
37.509,-1.954,-8.987,27.35,32.039,7.033,13.284,-1.172,48.84,-1.563,2.735,3.516,40.244,-11.722,3.126,22.662,6.642,19.145,9.768,21.88,-5.861,-8.987,3.126
30.867,1.172,7.033,21.88,33.211,0,18.364,8.596,49.621,1.954,0.391,-1.172,35.946,-1.172,10.159,6.642,8.205,16.02,-6.252,4.298,4.298,-1.172,10.159
36.728,8.205,14.457,14.847,39.463,7.424,28.132,-1.563,40.244,8.596,4.298,2.735,42.589,-9.768,9.768,14.066,8.596,24.225,-13.675,10.549,7.424,-6.642,9.768
17.192,4.298,11.331,17.192,8.596,14.847,32.039,-5.861,26.178,7.814,9.377,5.47,38.291,-18.364,9.377,21.49,3.907,31.648,-10.549,21.88,1.172,-10.549,9.377
-22.271,-1.954,16.41,25.006,-37.9,22.271,29.695,2.344,21.099,4.689,6.642,14.066,28.132,-15.238,15.238,21.49,-1.172,35.165,-15.629,12.894,11.722,-7.033,15.238
1.954,1.954,12.894,20.708,-16.41,25.006,33.993,-5.079,27.35,7.424,8.596,10.549,29.304,-6.642,15.238,18.755,0,43.37,-12.112,7.424,13.675,-0.781,15.238
22.271,4.689,2.344,18.755,-1.563,28.913,34.774,-13.284,42.589,3.907,15.629,-0.781,39.072,-3.516,7.424,18.755,-0.781,50.403,-1.563,19.927,1.563,-1.563,7.424
17.192,-2.735,1.172,22.662,7.033,15.238,25.788,-10.159,58.999,-2.344,13.284,3.907,51.575,-12.894,8.205,28.523,-5.861,48.449,-0.391,33.993,-12.112,-5.861,8.205
33.993,-4.689,1.563,24.615,31.258,2.344,23.443,-1.563,63.687,-3.126,6.252,18.364,53.529,-13.675,14.457,31.648,-6.642,44.151,-0.781,29.304,-15.238,0.391,14.457
42.589,-9.768,-1.563,27.35,41.807,-11.331,25.397,1.954,54.701,-4.298,0.391,18.755,47.277,-10.94,15.629,17.973,-6.642,42.198,2.344,25.006,2.735,-1.954,15.629
23.053,-22.271,-10.94,48.059,25.788,-41.026,23.834,28.132,32.43,-6.252,-19.927,41.026,26.569,-7.033,14.457,13.675,-8.987,32.43,11.722,7.814,30.476,1.563,14.457
23.443,-23.834,-3.126,39.463,25.397,-48.449,32.43,24.615,22.271,1.954,-20.317,30.476,13.675,12.894,17.192,-7.424,-2.344,25.397,3.907,-5.861,53.529,12.112,17.192
21.88,-15.629,0,13.284,19.536,-33.211,35.946,-2.735,22.662,11.331,-8.596,5.079,17.582,18.364,11.722,-16.801,3.907,26.178,0.781,3.907,46.496,10.94,11.722
21.88,-13.284,-8.205,10.94,16.41,-19.145,23.834,-10.94,27.741,12.112,-2.344,-8.205,19.927,10.549,8.596,-10.159,-3.907,21.49,8.987,28.913,2.344,5.079,8.596
5.47,-14.066,-6.252,4.298,1.954,-10.159,16.41,-19.145,35.165,15.238,1.563,-25.397,23.834,7.814,10.94,-15.238,-5.47,16.41,7.033,39.853,-15.238,2.735,10.94
-18.755,-24.225,-8.987,5.079,-25.006,-7.814,10.94,-26.178,37.9,16.801,1.954,-9.377,35.556,-10.159,18.364,3.516,-8.205,14.847,9.768,50.403,-21.49,-3.126,18.364
-15.238,-30.085,-10.549,16.801,-16.801,-13.675,6.252,-16.41,42.589,14.066,1.172,8.205,47.668,-17.973,19.927,17.582,-10.159,10.549,11.331,50.794,-8.205,-6.642,19.927
-5.47,-32.43,-10.94,23.053,-2.735,-23.443,6.642,-7.424,37.509,10.94,0.391,-5.47,32.039,-7.814,26.96,-5.861,-10.94,6.252,11.722,35.165,10.159,-1.954,26.96
4.298,-28.913,-7.424,17.582,10.94,-25.788,10.159,-9.768,39.853,8.596,4.689,-16.02,24.615,-4.298,33.602,-15.238,-10.159,5.079,8.205,30.476,8.596,4.298,33.602
24.615,-29.695,-2.735,23.053,30.867,-19.927,10.159,-7.033,36.337,7.424,6.642,-7.814,25.788,-13.675,28.132,3.907,-10.94,6.642,3.516,46.886,-3.516,-0.391,28.132
32.821,-29.695,-5.861,26.96,40.244,-17.973,12.894,-10.94,31.648,9.768,8.205,-10.159,25.788,-18.364,24.225,8.987,-11.722,5.079,6.642,53.138,-5.079,-1.563,24.225
14.847,-26.569,-4.298,20.708,24.615,-17.192,14.457,-17.192,26.96,11.331,11.331,-14.457,13.284,-7.814,26.96,4.689,-8.205,6.252,5.079,44.542,-1.954,5.861,26.96
10.549,-22.662,-9.377,16.41,19.145,-10.159,12.503,-25.788,19.536,14.457,19.536,-14.066,11.722,-9.377,28.523,10.549,-7.424,14.847,10.159,45.714,-13.284,5.861,28.523
5.861,-22.271,-14.457,26.96,14.847,-9.377,12.894,-22.662,21.099,16.02,22.271,-12.894,17.973,-8.987,26.569,13.284,-6.252,25.397,15.238,46.105,-10.159,4.689,26.569
-30.867,-20.317,-3.516,32.039,-23.443,-10.94,23.053,-12.112,19.927,20.317,21.099,-7.424,14.457,0.781,27.35,12.503,-1.954,32.039,4.298,30.476,6.252,10.159,27.35
-33.602,-21.88,6.252,34.383,-30.867,-12.503,30.867,-2.344,14.066,22.662,12.112,4.298,11.331,3.516,26.569,13.284,1.172,35.556,-5.47,26.178,14.847,15.238,26.569
-54.31,-26.569,11.331,56.264,-53.138,-25.788,37.118,28.523,0.781,23.053,-12.894,22.271,-0.781,11.722,18.364,4.689,-0.391,31.258,-10.549,3.126,57.045,17.582,18.364
-54.701,-20.708,21.099,37.9,-53.138,-30.476,53.919,13.675,-8.205,28.523,-7.424,-11.331,-14.847,27.741,17.192,-28.913,1.563,27.35,-20.317,-14.847,83.614,21.099,17.192
-10.159,-4.689,16.801,15.629,-3.516,-21.099,49.621,-7.033,4.689,24.225,-1.954,-14.457,-1.172,21.88,18.755,-26.178,-0.391,29.304,-16.02,-6.252,60.952,19.536,18.755
14.457,-7.814,9.768,16.02,19.145,-14.457,37.509,-9.768,23.053,12.894,5.079,0,19.536,1.563,16.02,3.907,-13.284,26.178,-8.987,15.238,25.397,12.112,16.02
19.145,-1.172,1.563,10.549,22.271,-8.205,31.648,-14.457,35.946,5.861,12.112,-17.973,19.927,5.861,17.192,-6.642,-15.238,20.317,-0.781,21.49,2.735,12.112,17.192
8.987,0.391,-3.516,5.47,11.722,-10.159,25.788,-15.238,35.165,-3.126,9.768,-18.755,11.722,3.516,19.145,-10.159,-18.755,16.02,4.298,24.225,-12.503,11.331,19.145
0.781,-10.549,0.781,15.629,-1.172,-16.02,24.615,0.391,33.993,-8.596,4.689,13.675,17.582,-13.284,21.88,17.973,-21.88,12.112,0,38.681,-27.35,4.689,21.88
-12.112,-14.066,4.689,13.284,-10.94,-15.238,20.317,-1.172,29.695,-11.722,0.781,17.582,19.145,-16.02,10.94,22.662,-21.88,7.033,-3.907,32.039,-10.94,4.689,10.94
-21.099,0,5.079,5.079,-15.629,-11.331,17.973,-0.781,30.476,-14.457,0.391,-1.172,10.549,-6.642,13.675,-3.126,-22.662,1.172,-4.298,9.377,2.735,5.47,13.675
-15.238,6.252,0.391,5.079,-9.377,-8.987,11.722,3.126,29.695,-16.801,-4.298,1.954,10.159,-3.516,7.814,-3.126,-21.49,-3.126,0.391,2.735,0.391,10.159,7.814
-18.364,4.298,-1.172,10.94,-10.94,-12.112,12.503,6.642,27.741,-18.755,-6.252,3.907,14.066,-7.424,-1.563,1.172,-17.973,-5.079,1.954,5.47,5.861,7.814,-1.563
-18.364,7.424,-10.94,8.205,-13.675,-14.066,16.02,-2.735,16.02,-21.88,-3.126,-4.689,10.94,-16.02,-3.907,-4.298,-16.801,-6.252,11.722,6.642,7.033,1.954,-3.907
-5.861,7.033,-18.364,0.391,-7.033,-12.894,14.066,-11.722,0.391,-24.615,1.563,1.172,3.126,-24.615,0,0.391,-20.317,-1.954,19.145,16.02,-6.642,-4.298,0
-5.47,-2.735,-10.94,5.079,-8.987,-10.549,11.331,-6.642,-12.112,-22.271,4.689,16.02,0,-28.913,5.861,8.987,-24.615,5.47,11.722,23.834,-14.066,-6.642,5.861
-11.331,-2.735,-1.563,11.331,-20.708,-5.079,17.192,3.126,-17.582,-20.317,9.768,17.973,-4.298,-20.317,7.424,6.252,-23.443,10.94,2.344,10.159,5.079,-6.642,7.424
-7.814,2.735,1.563,9.768,-22.662,-2.344,21.099,9.768,-18.755,-16.02,11.722,24.225,-9.377,0,10.159,0,-16.41,15.629,-0.781,-5.079,12.894,1.172,10.159
-26.569,-3.907,7.814,26.178,-37.9,-21.099,23.443,39.853,-20.708,-16.02,-5.47,53.919,-18.755,21.099,6.252,1.172,-13.675,13.675,-7.033,-21.099,23.053,17.192,6.252
-25.006,2.735,19.145,12.112,-25.397,-32.43,37.509,29.695,-14.066,-13.284,4.298,22.271,-12.112,38.291,3.907,-32.039,-3.516,15.238,-18.364,-33.993,50.012,17.192,3.907
